match_id,season,team1,team2,winner,player_of_match,venue,total_runs,wickets
1002,2018,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,MS Dhoni,Ahmedabad,203,9
1003,2023,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Andre Russell,Jaipur,220,4
1004,2023,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Virat Kohli,Kolkata,153,7
1005,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,Shubman Gill,Kolkata,155,3
1006,2023,Delhi Capitals,Rajasthan Royals,Delhi Capitals,Jos Buttler,Jaipur,131,4
1007,2020,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Ravindra Jadeja,Delhi,167,7
1008,2021,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Rohit Sharma,Hyderabad,157,5
1009,2019,Gujarat Titans,Delhi Capitals,Delhi Capitals,Rohit Sharma,Mumbai,166,9
1010,2021,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,Rishabh Pant,Mohali,156,10
1011,2020,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,Jos Buttler,Ahmedabad,214,3
1012,2020,Mumbai Indians,Punjab Kings,Punjab Kings,Virat Kohli,Ahmedabad,211,5
1013,2022,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,Jos Buttler,Delhi,226,7
1014,2021,Delhi Capitals,Punjab Kings,Punjab Kings,MS Dhoni,Ahmedabad,120,8
1015,2018,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Hardik Pandya,Ahmedabad,174,5
1016,2022,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants,Virat Kohli,Delhi,212,4
1017,2020,Punjab Kings,Rajasthan Royals,Rajasthan Royals,Rishabh Pant,Ahmedabad,139,5
1018,2020,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,MS Dhoni,Mumbai,169,3
1019,2019,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Ravindra Jadeja,Chennai,167,9
1020,2022,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,KL Rahul,Ahmedabad,230,9
1021,2021,Delhi Capitals,Rajasthan Royals,Delhi Capitals,Hardik Pandya,Delhi,207,5
1022,2022,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Rohit Sharma,Ahmedabad,140,10
1023,2018,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Rishabh Pant,Ahmedabad,189,10
1024,2019,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,KL Rahul,Ahmedabad,187,5
1025,2021,Punjab Kings,Chennai Super Kings,Punjab Kings,Jos Buttler,Jaipur,165,6
1026,2019,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,Ravindra Jadeja,Lucknow,194,7
1027,2022,Punjab Kings,Gujarat Titans,Gujarat Titans,Shubman Gill,Mumbai,191,7
1028,2020,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,Rishabh Pant,Lucknow,185,5
1029,2022,Lucknow Super Giants,Punjab Kings,Punjab Kings,KL Rahul,Chennai,128,6
1030,2022,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,MS Dhoni,Kolkata,240,9
1031,2021,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,KL Rahul,Mohali,236,2
1032,2023,Punjab Kings,Gujarat Titans,Gujarat Titans,Andre Russell,Delhi,203,4
1033,2019,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,Jos Buttler,Mohali,172,4
1034,2019,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Ravindra Jadeja,Ahmedabad,229,2
1035,2019,Mumbai Indians,Delhi Capitals,Delhi Capitals,Rohit Sharma,Hyderabad,221,2
1036,2023,Punjab Kings,Mumbai Indians,Punjab Kings,Rohit Sharma,Jaipur,176,5
1037,2023,Punjab Kings,Delhi Capitals,Punjab Kings,Shubman Gill,Delhi,221,4
1038,2022,Gujarat Titans,Mumbai Indians,Gujarat Titans,Rishabh Pant,Mohali,142,7
1039,2021,Delhi Capitals,Mumbai Indians,Delhi Capitals,Jos Buttler,Mumbai,228,7
1040,2019,Rajasthan Royals,Punjab Kings,Punjab Kings,Hardik Pandya,Kolkata,133,8
1041,2019,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,Jos Buttler,Bangalore,228,2
1042,2021,Rajasthan Royals,Mumbai Indians,Mumbai Indians,KL Rahul,Hyderabad,231,9
1043,2023,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Shubman Gill,Hyderabad,188,5
1044,2022,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,Andre Russell,Chennai,219,4
1045,2021,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,Hardik Pandya,Ahmedabad,158,7
1046,2022,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Ravindra Jadeja,Mumbai,124,7
1047,2019,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Jos Buttler,Hyderabad,187,9
1048,2019,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Virat Kohli,Lucknow,234,8
1049,2023,Rajasthan Royals,Punjab Kings,Punjab Kings,Virat Kohli,Hyderabad,195,5
1050,2019,Delhi Capitals,Punjab Kings,Delhi Capitals,Shubman Gill,Delhi,151,10
1051,2019,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Rishabh Pant,Delhi,142,10
1052,2021,Delhi Capitals,Punjab Kings,Delhi Capitals,Virat Kohli,Hyderabad,136,2
1053,2023,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,Jos Buttler,Chennai,152,7
1054,2022,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,Hardik Pandya,Chennai,185,8
1055,2023,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Jos Buttler,Mumbai,126,3
1056,2023,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,Rishabh Pant,Ahmedabad,180,2
1057,2022,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,Shubman Gill,Chennai,208,3
1058,2022,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,Ravindra Jadeja,Mumbai,132,8
1059,2021,Delhi Capitals,Punjab Kings,Delhi Capitals,Rishabh Pant,Jaipur,208,6
1060,2022,Delhi Capitals,Gujarat Titans,Delhi Capitals,Jos Buttler,Hyderabad,187,7
1061,2021,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Shubman Gill,Chennai,178,7
1062,2022,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Hardik Pandya,Chennai,212,5
1063,2021,Punjab Kings,Rajasthan Royals,Punjab Kings,Shubman Gill,Lucknow,181,9
1064,2019,Gujarat Titans,Delhi Capitals,Gujarat Titans,Shubman Gill,Delhi,228,10
1065,2023,Mumbai Indians,Delhi Capitals,Mumbai Indians,MS Dhoni,Delhi,204,7
1066,2018,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Andre Russell,Mumbai,186,3
1067,2018,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,Rohit Sharma,Delhi,199,5
1068,2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,KL Rahul,Mohali,128,2
1069,2020,Mumbai Indians,Punjab Kings,Punjab Kings,Rohit Sharma,Bangalore,192,2
1070,2022,Punjab Kings,Lucknow Super Giants,Punjab Kings,MS Dhoni,Bangalore,176,3
1071,2020,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Rohit Sharma,Delhi,142,3
1072,2020,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Ravindra Jadeja,Jaipur,197,5
1073,2022,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,Andre Russell,Ahmedabad,181,7
1074,2022,Gujarat Titans,Mumbai Indians,Gujarat Titans,Shubman Gill,Jaipur,159,4
1075,2022,Punjab Kings,Gujarat Titans,Punjab Kings,Hardik Pandya,Hyderabad,161,7
1076,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,Rohit Sharma,Ahmedabad,199,10
1077,2020,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,MS Dhoni,Hyderabad,180,7
1078,2018,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,MS Dhoni,Bangalore,133,3
1079,2022,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,MS Dhoni,Delhi,160,2
1080,2019,Punjab Kings,Rajasthan Royals,Rajasthan Royals,Andre Russell,Kolkata,121,6
1081,2021,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Rohit Sharma,Delhi,157,3
1082,2023,Gujarat Titans,Chennai Super Kings,Gujarat Titans,Rohit Sharma,Ahmedabad,196,8
1083,2019,Delhi Capitals,Mumbai Indians,Delhi Capitals,Rishabh Pant,Bangalore,154,5
1084,2023,Punjab Kings,Lucknow Super Giants,Punjab Kings,Andre Russell,Mumbai,218,9
1085,2020,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Rohit Sharma,Hyderabad,238,3
1086,2021,Chennai Super Kings,Punjab Kings,Chennai Super Kings,KL Rahul,Chennai,129,7
1087,2022,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,Hardik Pandya,Jaipur,161,6
1088,2018,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Rohit Sharma,Mumbai,146,3
1089,2018,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,Shubman Gill,Hyderabad,135,7
1090,2021,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,KL Rahul,Ahmedabad,137,9
1091,2022,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Rishabh Pant,Lucknow,232,3
1092,2022,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,Rohit Sharma,Kolkata,166,8
1093,2020,Gujarat Titans,Rajasthan Royals,Gujarat Titans,Rishabh Pant,Delhi,161,2
1094,2021,Chennai Super Kings,Gujarat Titans,Gujarat Titans,Hardik Pandya,Mohali,227,10
1095,2023,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Ravindra Jadeja,Mohali,204,3
1096,2021,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,Rishabh Pant,Lucknow,145,9
1097,2018,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,Rishabh Pant,Mohali,233,7
1098,2022,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Jos Buttler,Lucknow,231,8
1099,2022,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,MS Dhoni,Hyderabad,220,2
1100,2021,Delhi Capitals,Gujarat Titans,Gujarat Titans,Shubman Gill,Jaipur,210,10
1101,2019,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Jos Buttler,Lucknow,134,9
1102,2018,Gujarat Titans,Mumbai Indians,Gujarat Titans,Ravindra Jadeja,Kolkata,135,4
1103,2020,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Andre Russell,Chennai,231,3
1104,2018,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,Jos Buttler,Bangalore,166,9
1105,2020,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Rohit Sharma,Kolkata,145,8
1106,2020,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,Hardik Pandya,Delhi,174,7
1107,2018,Gujarat Titans,Delhi Capitals,Delhi Capitals,Jos Buttler,Kolkata,122,2
1108,2019,Delhi Capitals,Chennai Super Kings,Delhi Capitals,Ravindra Jadeja,Delhi,212,6
1109,2018,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,MS Dhoni,Kolkata,149,3
1110,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,Rohit Sharma,Mohali,179,10
1111,2021,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,Jos Buttler,Lucknow,185,8
1112,2020,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Rohit Sharma,Delhi,141,4
1113,2021,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Virat Kohli,Jaipur,216,3
1114,2022,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,Hardik Pandya,Hyderabad,126,2
1115,2019,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,Jos Buttler,Kolkata,219,9
1116,2019,Mumbai Indians,Gujarat Titans,Gujarat Titans,Rohit Sharma,Kolkata,227,2
1117,2019,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,Andre Russell,Chennai,203,3
1118,2021,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,Andre Russell,Lucknow,151,3
1119,2018,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,Hardik Pandya,Delhi,136,6
1120,2022,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Virat Kohli,Hyderabad,235,6
1121,2018,Chennai Super Kings,Punjab Kings,Chennai Super Kings,Andre Russell,Mumbai,226,9
1122,2019,Punjab Kings,Rajasthan Royals,Rajasthan Royals,Shubman Gill,Chennai,184,7
1123,2019,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Shubman Gill,Kolkata,223,4
1124,2020,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Jos Buttler,Kolkata,155,4
1125,2022,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Virat Kohli,Kolkata,216,8
1126,2020,Rajasthan Royals,Punjab Kings,Punjab Kings,Ravindra Jadeja,Jaipur,192,3
1127,2020,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Andre Russell,Bangalore,141,4
1128,2022,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,Rishabh Pant,Hyderabad,179,10
1129,2021,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,Shubman Gill,Lucknow,195,6
1130,2019,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,Hardik Pandya,Mumbai,219,8
1131,2021,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,Jos Buttler,Lucknow,179,2
1132,2023,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,Ravindra Jadeja,Hyderabad,120,8
1133,2022,Punjab Kings,Chennai Super Kings,Punjab Kings,Virat Kohli,Ahmedabad,230,3
1134,2018,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,Rohit Sharma,Lucknow,198,6
1135,2021,Lucknow Super Giants,Punjab Kings,Punjab Kings,MS Dhoni,Mohali,133,7
1136,2021,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,Jos Buttler,Bangalore,179,10
1137,2019,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,Rohit Sharma,Kolkata,152,3
1138,2020,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,Shubman Gill,Hyderabad,214,9
1139,2020,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,Ravindra Jadeja,Mohali,222,7
1140,2022,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,Hardik Pandya,Chennai,202,6
1141,2020,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,KL Rahul,Kolkata,191,8
1142,2020,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,Jos Buttler,Lucknow,124,5
1143,2020,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Ravindra Jadeja,Ahmedabad,170,4
1144,2023,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,Ravindra Jadeja,Lucknow,237,6
1145,2019,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,Shubman Gill,Mumbai,177,5
1146,2019,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,Ravindra Jadeja,Lucknow,196,5
1147,2018,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,Shubman Gill,Mohali,169,5
1148,2022,Mumbai Indians,Delhi Capitals,Delhi Capitals,Rohit Sharma,Delhi,147,3
1149,2019,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Ravindra Jadeja,Mumbai,167,4
1150,2019,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,Jos Buttler,Mumbai,212,2
1151,2022,Delhi Capitals,Punjab Kings,Punjab Kings,Jos Buttler,Mohali,237,4
1152,2022,Delhi Capitals,Gujarat Titans,Gujarat Titans,Jos Buttler,Mohali,161,8
1153,2021,Punjab Kings,Delhi Capitals,Delhi Capitals,MS Dhoni,Ahmedabad,236,8
1154,2019,Gujarat Titans,Chennai Super Kings,Gujarat Titans,MS Dhoni,Mohali,135,8
1155,2022,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,Andre Russell,Jaipur,199,3
1156,2020,Delhi Capitals,Punjab Kings,Delhi Capitals,Rishabh Pant,Lucknow,150,9
1157,2020,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,Shubman Gill,Delhi,175,7
1158,2023,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,Hardik Pandya,Ahmedabad,240,7
1159,2019,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,Hardik Pandya,Mumbai,164,2
1160,2023,Punjab Kings,Rajasthan Royals,Rajasthan Royals,Shubman Gill,Delhi,186,10
1161,2022,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,Shubman Gill,Ahmedabad,190,8
1162,2018,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,Andre Russell,Delhi,123,8
1163,2018,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Andre Russell,Lucknow,220,6
1164,2021,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Rishabh Pant,Delhi,142,5
1165,2023,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Hardik Pandya,Delhi,151,8
1166,2018,Punjab Kings,Rajasthan Royals,Punjab Kings,Hardik Pandya,Mumbai,193,3
1167,2021,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,Shubman Gill,Hyderabad,125,5
1168,2021,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,MS Dhoni,Ahmedabad,210,9
1169,2021,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,Andre Russell,Bangalore,171,7
1170,2018,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Ravindra Jadeja,Jaipur,232,7
1171,2020,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Rohit Sharma,Bangalore,211,5
1172,2020,Rajasthan Royals,Punjab Kings,Rajasthan Royals,Jos Buttler,Ahmedabad,125,3
1173,2019,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,Ravindra Jadeja,Lucknow,156,5
1174,2021,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Andre Russell,Jaipur,189,10
1175,2021,Gujarat Titans,Mumbai Indians,Gujarat Titans,Rohit Sharma,Bangalore,206,9
1176,2018,Mumbai Indians,Delhi Capitals,Delhi Capitals,Jos Buttler,Chennai,212,9
1177,2019,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Ravindra Jadeja,Delhi,197,6
1178,2022,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Hardik Pandya,Bangalore,127,4
1179,2018,Chennai Super Kings,Punjab Kings,Chennai Super Kings,Rohit Sharma,Hyderabad,200,6
1180,2020,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,Ravindra Jadeja,Kolkata,180,9
1181,2022,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,Shubman Gill,Mohali,231,9
1182,2022,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,Andre Russell,Mohali,219,4
1183,2022,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,Ravindra Jadeja,Delhi,120,8
1184,2022,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Rishabh Pant,Kolkata,225,7
1185,2018,Delhi Capitals,Rajasthan Royals,Delhi Capitals,Shubman Gill,Mohali,199,5
1186,2021,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,Virat Kohli,Jaipur,120,3
1187,2019,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Jos Buttler,Jaipur,164,9
1188,2023,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,Virat Kohli,Chennai,220,10
1189,2023,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Andre Russell,Delhi,173,7
1190,2019,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,Jos Buttler,Jaipur,221,4
1191,2023,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Rohit Sharma,Ahmedabad,139,10
1192,2020,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Andre Russell,Bangalore,131,8
1193,2022,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,KL Rahul,Hyderabad,185,5
1194,2019,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Andre Russell,Mohali,177,8
1195,2023,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Hardik Pandya,Jaipur,221,10
1196,2022,Mumbai Indians,Gujarat Titans,Gujarat Titans,KL Rahul,Bangalore,175,4
1197,2023,Delhi Capitals,Gujarat Titans,Gujarat Titans,Ravindra Jadeja,Chennai,178,5
1198,2019,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Shubman Gill,Chennai,197,8
1199,2020,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Rohit Sharma,Jaipur,190,2
1200,2020,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,Rishabh Pant,Hyderabad,123,8
1201,2021,Delhi Capitals,Chennai Super Kings,Delhi Capitals,Rohit Sharma,Delhi,207,10
1202,2018,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,KL Rahul,Bangalore,158,8
1203,2020,Lucknow Super Giants,Punjab Kings,Punjab Kings,Virat Kohli,Mohali,165,6
1204,2022,Punjab Kings,Kolkata Knight Riders,Punjab Kings,Ravindra Jadeja,Mumbai,212,10
1205,2018,Punjab Kings,Chennai Super Kings,Chennai Super Kings,MS Dhoni,Mumbai,238,2
1206,2022,Gujarat Titans,Mumbai Indians,Gujarat Titans,Andre Russell,Mohali,172,7
1207,2020,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Rishabh Pant,Chennai,181,7
1208,2019,Delhi Capitals,Mumbai Indians,Delhi Capitals,Virat Kohli,Chennai,128,6
1209,2023,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Andre Russell,Ahmedabad,203,4
1210,2021,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,KL Rahul,Kolkata,151,10
1211,2020,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Rishabh Pant,Mohali,218,2
1212,2020,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,Shubman Gill,Hyderabad,233,9
1213,2019,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Rohit Sharma,Mohali,198,9
1214,2021,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,MS Dhoni,Ahmedabad,147,2
1215,2018,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Ravindra Jadeja,Mumbai,156,8
1216,2021,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,Jos Buttler,Jaipur,153,2
1217,2018,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,MS Dhoni,Mumbai,225,2
1218,2023,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Jos Buttler,Hyderabad,155,3
1219,2018,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,Virat Kohli,Lucknow,173,3
1220,2019,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,Hardik Pandya,Hyderabad,228,5
1221,2020,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Shubman Gill,Jaipur,133,4
1222,2019,Delhi Capitals,Mumbai Indians,Mumbai Indians,Virat Kohli,Delhi,121,2
1223,2021,Chennai Super Kings,Delhi Capitals,Delhi Capitals,Shubman Gill,Chennai,140,3
1224,2018,Punjab Kings,Kolkata Knight Riders,Punjab Kings,Jos Buttler,Jaipur,199,9
1225,2021,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Shubman Gill,Mumbai,239,2
1226,2021,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Jos Buttler,Mohali,194,7
1227,2018,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Andre Russell,Mohali,217,6
1228,2021,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,KL Rahul,Jaipur,178,2
1229,2020,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,KL Rahul,Kolkata,195,2
1230,2019,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,Shubman Gill,Delhi,148,6
1231,2023,Punjab Kings,Rajasthan Royals,Rajasthan Royals,Virat Kohli,Ahmedabad,224,2
1232,2023,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Rishabh Pant,Mumbai,223,3
1233,2019,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Rishabh Pant,Hyderabad,174,6
1234,2023,Gujarat Titans,Mumbai Indians,Mumbai Indians,Andre Russell,Lucknow,225,9
1235,2021,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,Jos Buttler,Jaipur,135,6
1236,2020,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Andre Russell,Chennai,192,8
1237,2022,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,Ravindra Jadeja,Bangalore,212,4
1238,2020,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Hardik Pandya,Lucknow,235,4
1239,2019,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Ravindra Jadeja,Delhi,205,5
1240,2021,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,Jos Buttler,Delhi,163,4
1241,2018,Delhi Capitals,Rajasthan Royals,Delhi Capitals,Andre Russell,Hyderabad,149,8
1242,2019,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,Rishabh Pant,Mumbai,145,6
1243,2023,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,Virat Kohli,Mohali,239,3
1244,2021,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,Ravindra Jadeja,Jaipur,158,2
1245,2020,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,Ravindra Jadeja,Ahmedabad,185,5
1246,2021,Punjab Kings,Gujarat Titans,Punjab Kings,KL Rahul,Jaipur,211,5
1247,2019,Mumbai Indians,Delhi Capitals,Delhi Capitals,Andre Russell,Kolkata,180,5
1248,2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,Andre Russell,Mumbai,172,9
1249,2019,Chennai Super Kings,Gujarat Titans,Gujarat Titans,KL Rahul,Kolkata,175,4
1250,2023,Mumbai Indians,Punjab Kings,Mumbai Indians,Shubman Gill,Ahmedabad,203,6
1251,2018,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,Shubman Gill,Bangalore,195,9
1252,2022,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,Virat Kohli,Mumbai,205,7
1253,2018,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,Rishabh Pant,Lucknow,185,5
